time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,x_speed,y_speed
1626098400,3c4591,51.46894551939883,-0.4407501220703125,254.65393708930063,99.65260971667908,0.0,BOX413  ,False,False,False,1174.0,10668.0,10843.26,1626098398.996,1626098400.0,251.048672,-42.69885200000009
1626098410,407a19,53.45765711897511,-4.053228041704983,142.82284846370462,83.79655209830817,-3.2512000000000003,GMDSI   ,False,False,False,5226.0,6050.280000000001,6195.06,1626098409.76,1626098409.994,141.98654399999998,15.433319999999991
1626098410,452057,51.81757522841631,-4.254684448242188,241.31755948352668,104.56948765307028,-0.32512,VAW902  ,False,False,False,5256.0,10668.0,10866.12,1626098409.985,1626098409.997,233.557576,-60.70439200000006
1626098410,4ca259,53.34141540527344,-0.626691545758888,227.35223848452213,100.1656948795427,6.827520000000001,RYR60VP ,False,False,False,5211.0,9707.88,9845.04,1626098409.78,1626098409.983,223.78314,-40.12663200000001
1626098410,4ca815,53.40561171709481,-1.186846564797804,213.1375701071831,107.56027205180072,10.40384,RYR9ZD  ,False,False,False,4617.0,8435.34,8572.5,1626098409.97,1626098409.997,203.20538,-64.30550000000011
1626098410,406ecc,51.45698547363281,-0.3877876900338037,104.03731650904945,135.0,4.8768,VIR513  ,False,False,False,1421.0,502.92,525.78,1626098409.663,1626098409.747,73.56549200000002,-73.56549200000002
1626098410,4009d1,54.46271993346133,0.1166881214488636,195.52188528670152,268.9446707893316,-10.40384,MONICA22,False,False,False,6522.0,6103.62,6225.54,1626098409.641,1626098409.951,-195.48872000000003,-3.601108000000026
1626098410,43c6b8,51.71763610839844,-1.436536634290519,118.14304744940618,70.14478563067895,-4.55168,RRR820  ,False,False,False,3740.0,868.6800000000001,922.02,1626098409.809,1626098409.949,111.119904,40.126632
1626098410,3c4591,51.46467590332031,-0.4007040487753102,254.74070083939708,99.7666793957727,0.0,BOX413  ,False,False,False,1174.0,10668.0,10843.26,1626098409.992,1626098409.998,251.048672,-43.21329600000003
1626098410,394a14,54.12633346298993,-2.019626393037697,253.99002130064864,326.98586255865735,0.0,AFR072  ,False,False,False,5632.0,9753.6,9936.48,1626098409.73,1626098409.995,-138.38543599999997,212.979816
